,carat,color,cut,clarity,depth,table,area
0,0.796875,-1.0,0.0,0.0,0.40000000000000097,0.3333333333333333,0.7777583114415707
1,0.5000000000000001,0.0,0.5,-0.5,-0.8666666666666648,0.6666666666666666,0.507202402302978
2,2.03125,-0.6666666666666666,0.0,-1.0,-0.3333333333333333,0.6666666666666666,2.0026993725024487
3,0.48437500000000006,0.0,-1.0,-0.5,1.2666666666666704,1.0,0.4196682657575516
4,0.1406250000000001,0.0,0.5,-0.5,0.3333333333333333,0.0,0.10981599310159973
5,1.4687499999999998,0.6666666666666666,0.5,-0.5,-0.7333333333333295,-0.6666666666666666,1.4892650695703402
6,-0.6093749999999999,0.0,0.5,2.0,-0.46666666666666384,0.0,-0.5927575099220193
7,2.0468749999999996,1.0,-1.0,-1.0,1.8666666666666647,-0.6666666666666666,1.93871353587436
8,-0.6249999999999999,-0.6666666666666666,-0.5,0.5,1.0,0.6666666666666666,-0.6347423922770229
9,0.5156250000000001,1.0,-1.0,-1.0,-2.799999999999997,0.3333333333333333,0.5046925159120628
10,0.6250000000000002,1.0,0.5,0.5,0.06666666666666761,-0.3333333333333333,0.5964824499307467
11,-0.5937499999999999,0.3333333333333333,0.5,-0.5,-0.5999999999999991,-0.6666666666666666,-0.5637772055956399
12,-0.6249999999999999,0.3333333333333333,0.5,2.0,-1.3333333333333333,0.3333333333333333,-0.5968120615738786
13,-0.12499999999999993,0.6666666666666666,0.5,-0.5,-0.06666666666666288,-1.0,-0.10821922081162838
14,-0.5312499999999999,-0.3333333333333333,0.5,0.5,-0.1999999999999981,-0.6666666666666666,-0.5160392202368562
15,0.796875,0.3333333333333333,0.0,0.0,-1.1333333333333304,-0.6666666666666666,0.828522440117146
16,0.7343749999999999,-1.0,0.5,-0.5,0.3333333333333333,-0.6666666666666666,0.7306131343784219
17,-0.4687499999999999,0.6666666666666666,-0.5,-0.5,1.1333333333333353,0.0,-0.45641252684689376
18,-0.6249999999999999,0.3333333333333333,0.0,1.0,-0.1333333333333305,0.3333333333333333,-0.6150296831215932
19,0.3281250000000001,0.0,0.0,-1.0,-1.3333333333333333,0.3333333333333333,0.3275394708857289
20,-0.203125,1.0,0.5,1.5,-0.1333333333333305,-0.3333333333333333,-0.19700205733575835
21,-0.2812499999999999,0.0,-1.0,-0.5,1.0,0.0,-0.2935398279241103
22,-0.07812499999999989,1.0,0.0,1.0,-1.2666666666666657,0.3333333333333333,-0.057493410291794014
23,0.5781250000000001,0.0,-0.5,-1.0,1.8666666666666647,1.0,0.49782884704963687
24,0.3437500000000001,0.6666666666666666,-1.0,-1.0,0.13333333333333522,2.3333333333333335,0.2981078239869676
25,0.0,0.6666666666666666,0.5,0.0,0.46666666666666856,-0.6666666666666666,0.01803051380446975
26,-0.3906249999999999,0.0,0.5,-1.0,0.06666666666666761,-1.0,-0.38280990905619877
27,-0.4687499999999999,0.6666666666666666,0.5,1.5,0.6666666666666666,0.0,-0.4747198279797946
28,1.265625,1.0,0.5,-0.5,-1.5333333333333314,0.0,1.2968517907060448
29,0.48437500000000006,0.3333333333333333,-1.0,0.5,-1.8666666666666647,1.6666666666666667,0.5030355860051712
30,0.03125000000000003,0.3333333333333333,0.5,-1.0,0.13333333333333522,-0.6666666666666666,0.042450127056303535
31,0.46875000000000006,1.0,0.0,-1.0,-0.6666666666666666,1.0,0.443279224353699
32,-0.31249999999999994,-0.3333333333333333,-0.5,-0.5,0.8666666666666695,-0.6666666666666666,-0.31314337752552396
33,1.25,0.0,0.5,-1.0,-0.2666666666666657,-0.3333333333333333,1.2284030309283671
34,0.78125,0.0,0.0,0.5,0.6666666666666666,0.3333333333333333,0.7782224235865428
35,0.48437500000000006,0.6666666666666666,-0.5,-0.5,0.06666666666666761,-0.3333333333333333,0.42638230505319763
36,1.265625,1.0,-0.5,0.0,0.3333333333333333,0.6666666666666666,1.2204225860234341
37,0.84375,-1.0,0.5,-0.5,0.0,0.0,0.826180634523177
38,0.03125000000000003,0.6666666666666666,-0.5,-0.5,-2.599999999999999,0.3333333333333333,0.06309151352420916
39,0.5312500000000001,0.3333333333333333,-0.5,-1.0,-1.1999999999999982,1.3333333333333333,0.4975155064657406
40,0.6250000000000002,-0.3333333333333333,0.0,-1.0,-1.7333333333333296,0.6666666666666666,0.6521351164237233
41,-0.6249999999999999,-0.3333333333333333,-0.5,-0.5,-0.6666666666666666,1.3333333333333333,-0.6339894310787331
42,0.48437500000000006,1.0,0.5,-1.0,-0.1333333333333305,0.0,0.429551933818694
43,0.9687500000000001,0.0,0.5,-0.5,0.06666666666666761,0.0,0.9465323272395041
44,-0.5781249999999999,0.6666666666666666,0.5,1.5,-0.1999999999999981,-0.3333333333333333,-0.5626869879990084
45,-0.5937499999999999,-0.6666666666666666,0.0,1.0,-0.7333333333333295,0.6666666666666666,-0.5894086163658447
46,0.6250000000000002,-0.3333333333333333,0.5,-1.0,0.5333333333333362,-0.3333333333333333,0.6246928047139265
47,-0.24999999999999986,0.0,0.5,0.5,-0.7333333333333295,0.0,-0.24206567137302012
48,-0.45312499999999994,1.0,-0.5,-0.5,0.7333333333333343,0.3333333333333333,-0.45664762666450975
49,-0.6249999999999999,0.0,0.5,2.0,-0.5333333333333314,-0.3333333333333333,-0.608088151011663
50,0.0,-0.3333333333333333,0.0,-0.5,0.13333333333333522,0.3333333333333333,-0.010654212196413878
51,-0.2812499999999999,-0.3333333333333333,-0.5,-0.5,0.5333333333333362,-0.6666666666666666,-0.2795481515524585
52,1.25,0.3333333333333333,0.0,0.5,0.26666666666667044,1.0,1.1865630591554466
53,0.6874999999999999,-0.3333333333333333,0.0,-1.0,-0.7999999999999972,0.6666666666666666,0.7033043888114952
54,0.796875,-0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7706642334323177
55,-0.24999999999999986,-0.6666666666666666,0.5,-0.5,0.3333333333333333,-0.6666666666666666,-0.2334350447565026
56,0.03125000000000003,-0.3333333333333333,0.5,1.5,0.0,-0.3333333333333333,0.03423390279995777
57,-0.6249999999999999,0.0,0.0,2.0,-1.1999999999999982,0.6666666666666666,-0.6223629853410876
58,-0.5937499999999999,-0.6666666666666666,0.5,1.5,0.06666666666666761,-0.6666666666666666,-0.5865681650968886
59,2.9218749999999996,1.0,0.0,-1.0,-1.9333333333333325,0.3333333333333333,2.9226316418588865
60,1.265625,0.0,0.0,-0.5,0.46666666666666856,1.0,1.2109974522673523
61,0.6093750000000002,-0.3333333333333333,0.5,0.0,-0.1999999999999981,-1.0,0.6220442273627593
62,-0.6093749999999999,1.0,0.5,0.0,-0.06666666666666288,-0.6666666666666666,-0.5946991644896024
63,0.15625000000000014,0.6666666666666666,-0.5,-1.0,0.7333333333333343,-1.0,0.17676281330578134
64,0.48437500000000006,0.0,0.5,0.0,0.06666666666666761,0.3333333333333333,0.448385552752846
65,-0.24999999999999986,0.0,-0.5,-0.5,-0.9333333333333323,-0.3333333333333333,-0.22661830147790574
66,-0.6249999999999999,1.0,0.5,0.0,0.3333333333333333,-1.0,-0.6097328115583414
67,-0.2812499999999999,-0.3333333333333333,0.0,-0.5,0.5333333333333362,-0.6666666666666666,-0.2795481515524585
68,-0.203125,0.6666666666666666,-0.5,0.5,0.7333333333333343,0.0,-0.20889426685358245
69,-0.6093749999999999,0.0,0.5,0.5,0.06666666666666761,-0.6666666666666666,-0.5969110469968877
70,2.15625,-0.3333333333333333,0.5,-0.5,-0.06666666666666288,0.3333333333333333,2.092558684939772
71,-0.546875,0.3333333333333333,0.5,0.0,-0.8666666666666648,0.0,-0.5408279902235851
72,-0.5781249999999999,-0.3333333333333333,0.5,1.0,0.06666666666666761,-0.6666666666666666,-0.5642849305971842
73,-0.2968749999999999,1.0,0.5,0.0,0.06666666666666761,-0.6666666666666666,-0.2981456041784532
74,0.15625000000000014,0.3333333333333333,0.5,0.0,-0.3333333333333333,-0.6666666666666666,0.16035348781810632
75,0.45312500000000006,-1.0,-1.5,-0.5,-4.533333333333331,1.3333333333333333,0.47432483008469795
76,0.015625000000000014,0.3333333333333333,0.0,-0.5,-1.0666666666666629,1.0,-0.0028184891141752716
77,0.48437500000000006,0.3333333333333333,-0.5,-1.0,0.0,-0.3333333333333333,0.45078872402381787
78,-0.5156249999999999,0.6666666666666666,0.5,-0.5,-0.2666666666666657,-0.3333333333333333,-0.5091005572696219
79,-0.2968749999999999,0.6666666666666666,0.5,-0.5,-0.46666666666666384,-0.3333333333333333,-0.2781092764904571
80,0.48437500000000006,0.6666666666666666,-0.5,-0.5,0.20000000000000284,-0.3333333333333333,0.49448274713240314
81,-0.6249999999999999,0.6666666666666666,-0.5,-0.5,0.9333333333333371,-0.3333333333333333,-0.6128171399564505
82,0.3281250000000001,0.3333333333333333,0.5,-1.0,0.6000000000000038,0.0,0.31838632053165616
83,-0.31249999999999994,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,-0.30884740261655425
84,-0.21874999999999983,1.0,0.5,0.0,-0.7999999999999972,-0.3333333333333333,-0.20719875452780664
85,-0.6093749999999999,-0.3333333333333333,0.5,2.0,0.13333333333333522,-1.0,-0.5876977012740173
86,-0.6093749999999999,-0.3333333333333333,0.5,1.5,0.6000000000000038,-1.0,-0.5937785660789282
87,-0.31249999999999994,0.0,0.0,0.5,-0.6666666666666666,1.0,-0.29894046052288525
88,-0.5312499999999999,0.0,0.5,1.0,0.0,-0.6666666666666666,-0.5165144974996223
89,0.3125000000000001,-0.6666666666666666,-1.5,0.5,2.2666666666666706,1.0,0.23382241677232887
90,1.7500000000000002,0.3333333333333333,0.5,-0.5,0.0,0.3333333333333333,1.7052033554435078
91,-0.6249999999999999,0.6666666666666666,0.5,-0.5,0.7333333333333343,-0.3333333333333333,-0.6184815637998001
92,-0.4687499999999999,-0.6666666666666666,-1.0,0.5,1.3333333333333333,-0.6666666666666666,-0.46906723935006545
93,-0.546875,0.3333333333333333,0.0,-0.5,-0.06666666666666288,0.3333333333333333,-0.5432776529317943
94,-0.5781249999999999,0.3333333333333333,0.5,0.0,-0.5999999999999991,-0.3333333333333333,-0.5653100922707797
95,0.46875000000000006,0.6666666666666666,-0.5,1.0,-1.5333333333333314,0.6666666666666666,0.5015349488714527
96,-0.45312499999999994,0.6666666666666666,0.0,0.5,-1.1333333333333304,0.3333333333333333,-0.44524740905324955
97,-0.6093749999999999,1.0,0.5,0.5,-0.8666666666666648,-0.6666666666666666,-0.5923645978181586
98,-0.6249999999999999,0.6666666666666666,0.0,0.0,-1.7999999999999972,0.3333333333333333,-0.6134869809582834
99,-0.3749999999999999,1.0,-0.5,0.0,0.9333333333333371,-0.3333333333333333,-0.3785292708474952
100,-0.2656249999999999,0.3333333333333333,0.5,-1.0,0.40000000000000097,-1.0,-0.2514369143238598
101,0.48437500000000006,0.0,-0.5,-1.0,0.20000000000000284,1.3333333333333333,0.4013106791237166
102,-0.6718749999999999,0.6666666666666666,0.5,1.0,-0.1999999999999981,0.0,-0.6643201200660716
103,-0.14062499999999994,1.0,0.0,-1.0,-0.6666666666666666,0.0,-0.1579899748945292
104,0.3125000000000001,1.0,-1.5,-1.0,1.9333333333333371,0.6666666666666666,0.26373399385276775
105,0.5937500000000002,0.6666666666666666,0.0,-0.5,-1.466666666666664,1.0,0.6054422917956822
106,-0.4843749999999999,0.3333333333333333,-0.5,1.0,-0.06666666666666288,-0.3333333333333333,-0.47058061774246684
107,0.5468750000000001,0.0,-1.0,-1.0,0.9333333333333371,-1.0,0.5589588390806873
108,1.28125,0.3333333333333333,-0.5,1.0,1.2666666666666704,0.0,1.2530676161138044
109,-0.5624999999999999,0.6666666666666666,-1.0,-0.5,1.400000000000001,-0.3333333333333333,-0.5473968169221279
110,-0.23437499999999986,0.3333333333333333,0.0,0.0,0.6000000000000038,0.3333333333333333,-0.21908685852894422
111,-0.40624999999999994,0.0,0.0,1.0,-0.3333333333333333,1.0,-0.39759026934029856
112,0.5937500000000002,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.553430425814281
113,-0.5624999999999999,0.6666666666666666,0.0,0.0,0.06666666666666761,0.3333333333333333,-0.5707821702978704
114,-0.42187499999999994,0.0,0.5,2.0,0.40000000000000097,-1.0,-0.4083792651776351
115,-0.0937499999999999,0.3333333333333333,0.5,1.0,-0.5999999999999991,-0.3333333333333333,-0.08329882890372446
116,-0.5624999999999999,0.6666666666666666,0.0,-0.5,0.0,0.3333333333333333,-0.5565645772528233
117,0.390625,0.3333333333333333,0.0,-1.0,-2.2666666666666657,0.0,0.3977730922454391
118,-0.2656249999999999,-1.0,0.5,-1.0,0.06666666666666761,-1.0,-0.25337424630146027
